ID,CHOICE,AV_TRAIN,AV_SM,AV_CAR,logt(TRAIN_TT) x ga_1,TRAIN_ASC_1,logt(TRAIN_CO)_1,logt(TRAIN_CO)_1,logt(TRAIN_CO) x purpose_1,logt(TRAIN_CO) x purpose_2,logt(TRAIN_CO) x ga_1,TRAIN_CO_1,logt(TRAIN_CO) x age_1,logt(TRAIN_CO) x age_2,logt(TRAIN_CO) x age_3,logt(TRAIN_CO) x age_4,TRAIN_CO x purpose_1,TRAIN_CO x purpose_2,logt(TRAIN_HE)_1,logt(SM_CO) x ga_1,logt(SM_CO) x purpose_1,logt(SM_CO) x purpose_2,logt(SM_CO)_1,logt(SM_TT)_1,SM_CO_1,SM_ASC x age_1,SM_ASC x age_2,SM_ASC x age_3,SM_ASC x age_4,SM_CO x purpose_1,SM_CO x purpose_2,logt(CAR_CO)_1,CAR_TT x ga_1,logt(CAR_TT) x purpose_1,logt(CAR_TT) x purpose_2,logt(CAR_CO) x age_1,logt(CAR_CO) x age_2,logt(CAR_CO) x age_3,logt(CAR_CO) x age_4,CAR_CO x purpose_1,CAR_CO x purpose_2,CAR_TT x age_1,CAR_TT x age_2,CAR_TT x age_3,CAR_TT x age_4
978,3,1,1,1,0.999,1.000,0.199,0.199,0.000,0.000,0.199,0.220,0.000,0.000,0.000,0.199,0.000,0.000,0.405,0.293,0.000,0.000,0.293,0.417,0.340,0.000,0.000,0.000,1.000,0.000,0.000,0.336,1.517,0.000,0.000,0.000,0.000,0.000,0.336,0.000,0.000,0.000,0.000,0.000,1.517
978,3,1,1,1,0.861,1.000,0.199,0.199,0.000,0.000,0.199,0.220,0.000,0.000,0.000,0.199,0.000,0.000,0.693,0.293,0.000,0.000,0.293,0.417,0.340,0.000,0.000,0.000,1.000,0.000,0.000,0.419,0.933,0.000,0.000,0.000,0.000,0.000,0.419,0.000,0.000,0.000,0.000,0.000,0.933
978,3,1,1,1,0.910,1.000,0.223,0.223,0.000,0.000,0.223,0.250,0.000,0.000,0.000,0.223,0.000,0.000,0.405,0.278,0.000,0.000,0.278,0.417,0.320,0.000,0.000,0.000,1.000,0.000,0.000,0.278,1.517,0.000,0.000,0.000,0.000,0.000,0.278,0.000,0.000,0.000,0.000,0.000,1.517
978,3,1,1,1,0.910,1.000,0.199,0.199,0.000,0.000,0.199,0.220,0.000,0.000,0.000,0.199,0.000,0.000,0.405,0.231,0.000,0.000,0.231,0.449,0.260,0.000,0.000,0.000,1.000,0.000,0.000,0.336,0.933,0.000,0.000,0.000,0.000,0.000,0.336,0.000,0.000,0.000,0.000,0.000,0.933
978,3,1,1,1,0.910,1.000,0.262,0.262,0.000,0.000,0.262,0.300,0.000,0.000,0.000,0.262,0.000,0.000,0.693,0.293,0.000,0.000,0.293,0.417,0.340,0.000,0.000,0.000,1.000,0.000,0.000,0.278,0.933,0.000,0.000,0.000,0.000,0.000,0.278,0.000,0.000,0.000,0.000,0.000,0.933
978,3,1,1,1,0.999,1.000,0.262,0.262,0.000,0.000,0.262,0.300,0.000,0.000,0.000,0.262,0.000,0.000,0.405,0.322,0.000,0.000,0.322,0.449,0.380,0.000,0.000,0.000,1.000,0.000,0.000,0.419,0.933,0.000,0.000,0.000,0.000,0.000,0.419,0.000,0.000,0.000,0.000,0.000,0.933
978,3,1,1,1,0.910,1.000,0.223,0.223,0.000,0.000,0.223,0.250,0.000,0.000,0.000,0.223,0.000,0.000,0.693,0.322,0.000,0.000,0.322,0.449,0.380,0.000,0.000,0.000,1.000,0.000,0.000,0.336,1.167,0.000,0.000,0.000,0.000,0.000,0.336,0.000,0.000,0.000,0.000,0.000,1.167
719,2,1,1,1,1.887,1.000,0.850,0.850,0.850,0.000,0.850,1.340,0.000,0.000,0.850,0.000,1.340,0.000,1.099,0.936,0.936,0.000,0.936,1.209,1.550,0.000,0.000,1.000,0.000,1.550,0.000,0.875,4.000,1.609,0.000,0.000,0.000,0.875,0.000,1.400,0.000,0.000,0.000,4.000,0.000
719,2,1,1,1,1.665,1.000,0.698,0.698,0.698,0.000,0.698,1.010,0.000,0.000,0.698,0.000,1.010,0.000,1.099,0.820,0.820,0.000,0.820,1.253,1.270,0.000,0.000,1.000,0.000,1.270,0.000,0.751,5.200,1.825,0.000,0.000,0.000,0.751,0.000,1.120,0.000,0.000,0.000,5.200,0.000
719,2,1,1,1,1.887,1.000,0.698,0.698,0.698,0.000,0.698,1.010,0.000,0.000,0.698,0.000,1.010,0.000,1.099,0.846,0.846,0.000,0.846,1.308,1.330,0.000,0.000,1.000,0.000,1.330,0.000,0.751,3.200,1.435,0.000,0.000,0.000,0.751,0.000,1.120,0.000,0.000,0.000,3.200,0.000
719,2,1,1,1,1.743,1.000,0.698,0.698,0.698,0.000,0.698,1.010,0.000,0.000,0.698,0.000,1.010,0.000,0.693,0.846,0.846,0.000,0.846,1.308,1.330,0.000,0.000,1.000,0.000,1.330,0.000,1.037,5.200,1.825,0.000,0.000,0.000,1.037,0.000,1.820,0.000,0.000,0.000,5.200,0.000
719,2,1,1,1,1.743,1.000,0.751,0.751,0.751,0.000,0.751,1.120,0.000,0.000,0.751,0.000,1.120,0.000,1.099,0.863,0.863,0.000,0.863,1.308,1.370,0.000,0.000,1.000,0.000,1.370,0.000,1.037,3.200,1.435,0.000,0.000,0.000,1.037,0.000,1.820,0.000,0.000,0.000,3.200,0.000
719,2,1,1,1,1.665,1.000,0.751,0.751,0.751,0.000,0.751,1.120,0.000,0.000,0.751,0.000,1.120,0.000,0.693,0.863,0.863,0.000,0.863,1.308,1.370,0.000,0.000,1.000,0.000,1.370,0.000,0.875,5.200,1.825,0.000,0.000,0.000,0.875,0.000,1.400,0.000,0.000,0.000,5.200,0.000
719,2,1,1,1,1.665,1.000,0.850,0.850,0.850,0.000,0.850,1.340,0.000,0.000,0.850,0.000,1.340,0.000,0.693,0.975,0.975,0.000,0.975,1.253,1.650,0.000,0.000,1.000,0.000,1.650,0.000,0.751,4.000,1.609,0.000,0.000,0.000,0.751,0.000,1.120,0.000,0.000,0.000,4.000,0.000
719,2,1,1,1,1.665,1.000,0.751,0.751,0.751,0.000,0.751,1.120,0.000,0.000,0.751,0.000,1.120,0.000,1.099,0.875,0.875,0.000,0.875,1.209,1.400,0.000,0.000,1.000,0.000,1.400,0.000,1.037,4.000,1.609,0.000,0.000,0.000,1.037,0.000,1.820,0.000,0.000,0.000,4.000,0.000
719,2,1,1,1,1.743,1.000,0.850,0.850,0.850,0.000,0.850,1.340,0.000,0.000,0.850,0.000,1.340,0.000,0.405,1.075,1.075,0.000,1.075,1.308,1.930,0.000,0.000,1.000,0.000,1.930,0.000,1.037,4.000,1.609,0.000,0.000,0.000,1.037,0.000,1.820,0.000,0.000,0.000,4.000,0.000
14,2,1,1,1,1.153,1.000,0.270,0.270,0.270,0.000,0.270,0.310,0.000,0.000,0.270,0.000,0.310,0.000,1.099,0.322,0.322,0.000,0.322,0.826,0.380,0.000,0.000,1.000,0.000,0.380,0.000,0.693,1.517,0.923,0.000,0.000,0.000,0.693,0.000,1.000,0.000,0.000,0.000,1.517,0.000
14,2,1,1,1,1.087,1.000,0.270,0.270,0.270,0.000,0.270,0.310,0.000,0.000,0.270,0.000,0.310,0.000,0.405,0.307,0.307,0.000,0.307,0.803,0.360,0.000,0.000,1.000,0.000,0.360,0.000,0.833,1.517,0.923,0.000,0.000,0.000,0.833,0.000,1.300,0.000,0.000,0.000,1.517,0.000
14,2,1,1,1,1.267,1.000,0.270,0.270,0.270,0.000,0.270,0.310,0.000,0.000,0.270,0.000,0.310,0.000,0.693,0.358,0.358,0.000,0.358,0.854,0.430,0.000,0.000,1.000,0.000,0.430,0.000,0.588,1.517,0.923,0.000,0.000,0.000,0.588,0.000,0.800,0.000,0.000,0.000,1.517,0.000
14,1,1,1,1,1.087,1.000,0.231,0.231,0.231,0.000,0.231,0.260,0.000,0.000,0.231,0.000,0.260,0.000,0.405,0.322,0.322,0.000,0.322,0.826,0.380,0.000,0.000,1.000,0.000,0.380,0.000,0.588,0.933,0.659,0.000,0.000,0.000,0.588,0.000,0.800,0.000,0.000,0.000,0.933,0.000
14,2,1,1,1,1.267,1.000,0.207,0.207,0.207,0.000,0.207,0.230,0.000,0.000,0.207,0.000,0.230,0.000,0.693,0.247,0.247,0.000,0.247,0.826,0.280,0.000,0.000,1.000,0.000,0.280,0.000,0.833,1.167,0.773,0.000,0.000,0.000,0.833,0.000,1.300,0.000,0.000,0.000,1.167,0.000
14,2,1,1,1,1.153,1.000,0.207,0.207,0.207,0.000,0.207,0.230,0.000,0.000,0.207,0.000,0.230,0.000,1.099,0.300,0.300,0.000,0.300,0.803,0.350,0.000,0.000,1.000,0.000,0.350,0.000,0.588,1.167,0.773,0.000,0.000,0.000,0.588,0.000,0.800,0.000,0.000,0.000,1.167,0.000
14,2,1,1,1,1.087,1.000,0.270,0.270,0.270,0.000,0.270,0.310,0.000,0.000,0.270,0.000,0.310,0.000,1.099,0.358,0.358,0.000,0.358,0.854,0.430,0.000,0.000,1.000,0.000,0.430,0.000,0.693,0.933,0.659,0.000,0.000,0.000,0.693,0.000,1.000,0.000,0.000,0.000,0.933,0.000
14,1,1,1,1,1.087,1.000,0.207,0.207,0.207,0.000,0.207,0.230,0.000,0.000,0.207,0.000,0.230,0.000,0.405,0.255,0.255,0.000,0.255,0.854,0.290,0.000,0.000,1.000,0.000,0.290,0.000,0.693,1.167,0.773,0.000,0.000,0.000,0.693,0.000,1.000,0.000,0.000,0.000,1.167,0.000
14,2,1,1,1,1.267,1.000,0.231,0.231,0.231,0.000,0.231,0.260,0.000,0.000,0.231,0.000,0.260,0.000,0.693,0.278,0.278,0.000,0.278,0.803,0.320,0.000,0.000,1.000,0.000,0.320,0.000,0.693,0.933,0.659,0.000,0.000,0.000,0.693,0.000,1.000,0.000,0.000,0.000,0.933,0.000
30,2,1,1,1,1.087,1.000,0.470,0.470,0.470,0.000,0.470,0.600,0.000,0.470,0.000,0.000,0.600,0.000,1.099,0.470,0.470,0.000,0.470,0.569,0.600,0.000,1.000,0.000,0.000,0.600,0.000,0.239,1.167,0.773,0.000,0.000,0.239,0.000,0.000,0.270,0.000,0.000,1.167,0.000,0.000
30,2,1,1,1,0.962,1.000,0.372,0.372,0.372,0.000,0.372,0.450,0.000,0.372,0.000,0.000,0.450,0.000,1.099,0.470,0.470,0.000,0.470,0.597,0.600,0.000,1.000,0.000,0.000,0.600,0.000,0.199,1.517,0.923,0.000,0.000,0.199,0.000,0.000,0.220,0.000,0.000,1.517,0.000,0.000
30,2,1,1,1,1.087,1.000,0.372,0.372,0.372,0.000,0.372,0.450,0.000,0.372,0.000,0.000,0.450,0.000,1.099,0.501,0.501,0.000,0.501,0.633,0.650,0.000,1.000,0.000,0.000,0.650,0.000,0.199,0.933,0.659,0.000,0.000,0.199,0.000,0.000,0.220,0.000,0.000,0.933,0.000,0.000
30,2,1,1,1,1.006,1.000,0.372,0.372,0.372,0.000,0.372,0.450,0.000,0.372,0.000,0.000,0.450,0.000,0.693,0.501,0.501,0.000,0.501,0.633,0.650,0.000,1.000,0.000,0.000,0.650,0.000,0.300,1.517,0.923,0.000,0.000,0.300,0.000,0.000,0.350,0.000,0.000,1.517,0.000,0.000
30,2,1,1,1,1.006,1.000,0.405,0.405,0.405,0.000,0.405,0.500,0.000,0.405,0.000,0.000,0.500,0.000,1.099,0.470,0.470,0.000,0.470,0.633,0.600,0.000,1.000,0.000,0.000,0.600,0.000,0.300,0.933,0.659,0.000,0.000,0.300,0.000,0.000,0.350,0.000,0.000,0.933,0.000,0.000
30,2,1,1,1,0.962,1.000,0.405,0.405,0.405,0.000,0.405,0.500,0.000,0.405,0.000,0.000,0.500,0.000,0.693,0.470,0.470,0.000,0.470,0.633,0.600,0.000,1.000,0.000,0.000,0.600,0.000,0.239,1.517,0.923,0.000,0.000,0.239,0.000,0.000,0.270,0.000,0.000,1.517,0.000,0.000
30,2,1,1,1,0.962,1.000,0.470,0.470,0.470,0.000,0.470,0.600,0.000,0.470,0.000,0.000,0.600,0.000,0.693,0.501,0.501,0.000,0.501,0.597,0.650,0.000,1.000,0.000,0.000,0.650,0.000,0.199,1.167,0.773,0.000,0.000,0.199,0.000,0.000,0.220,0.000,0.000,1.167,0.000,0.000
30,2,1,1,1,0.962,1.000,0.405,0.405,0.405,0.000,0.405,0.500,0.000,0.405,0.000,0.000,0.500,0.000,1.099,0.501,0.501,0.000,0.501,0.569,0.650,0.000,1.000,0.000,0.000,0.650,0.000,0.300,1.167,0.773,0.000,0.000,0.300,0.000,0.000,0.350,0.000,0.000,1.167,0.000,0.000
30,2,1,1,1,1.006,1.000,0.470,0.470,0.470,0.000,0.470,0.600,0.000,0.470,0.000,0.000,0.600,0.000,0.405,0.588,0.588,0.000,0.588,0.633,0.800,0.000,1.000,0.000,0.000,0.800,0.000,0.300,1.167,0.773,0.000,0.000,0.300,0.000,0.000,0.350,0.000,0.000,1.167,0.000,0.000
229,2,1,1,0,1.272,1.000,0.457,0.457,0.457,0.000,0.457,0.580,0.457,0.000,0.000,0.000,0.580,0.000,1.099,0.482,0.482,0.000,0.482,0.833,0.620,1.000,0.000,0.000,0.000,0.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
229,2,1,1,0,1.204,1.000,0.457,0.457,0.457,0.000,0.457,0.580,0.457,0.000,0.000,0.000,0.580,0.000,0.405,0.457,0.457,0.000,0.457,0.796,0.580,1.000,0.000,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
229,2,1,1,0,1.399,1.000,0.457,0.457,0.457,0.000,0.457,0.580,0.457,0.000,0.000,0.000,0.580,0.000,0.693,0.531,0.531,0.000,0.531,0.875,0.700,1.000,0.000,0.000,0.000,0.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
229,1,1,1,0,1.204,1.000,0.392,0.392,0.392,0.000,0.392,0.480,0.392,0.000,0.000,0.000,0.480,0.000,0.405,0.482,0.482,0.000,0.482,0.833,0.620,1.000,0.000,0.000,0.000,0.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
229,2,1,1,0,1.399,1.000,0.358,0.358,0.358,0.000,0.358,0.430,0.358,0.000,0.000,0.000,0.430,0.000,0.693,0.399,0.399,0.000,0.399,0.833,0.490,1.000,0.000,0.000,0.000,0.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
229,2,1,1,0,1.272,1.000,0.358,0.358,0.358,0.000,0.358,0.430,0.358,0.000,0.000,0.000,0.430,0.000,1.099,0.451,0.451,0.000,0.451,0.796,0.570,1.000,0.000,0.000,0.000,0.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
229,2,1,1,0,1.204,1.000,0.457,0.457,0.457,0.000,0.457,0.580,0.457,0.000,0.000,0.000,0.580,0.000,1.099,0.531,0.531,0.000,0.531,0.875,0.700,1.000,0.000,0.000,0.000,0.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
229,2,1,1,0,1.204,1.000,0.358,0.358,0.358,0.000,0.358,0.430,0.358,0.000,0.000,0.000,0.430,0.000,0.405,0.405,0.405,0.000,0.405,0.875,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
229,2,1,1,0,1.399,1.000,0.392,0.392,0.392,0.000,0.392,0.480,0.392,0.000,0.000,0.000,0.480,0.000,0.693,0.432,0.432,0.000,0.432,0.796,0.540,1.000,0.000,0.000,0.000,0.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1114,2,1,1,1,1.705,1.000,0.815,0.815,0.000,0.000,0.815,1.260,0.000,0.000,0.000,0.000,0.000,0.000,1.099,0.863,0.000,0.000,0.863,0.916,1.370,0.000,0.000,0.000,0.000,0.000,0.000,0.833,3.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1114,2,1,1,1,1.485,1.000,0.663,0.663,0.000,0.000,0.663,0.940,0.000,0.000,0.000,0.000,0.000,0.000,1.099,0.751,0.000,0.000,0.751,0.968,1.120,0.000,0.000,0.000,0.000,0.000,0.000,0.713,4.767,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1114,2,1,1,1,1.705,1.000,0.663,0.663,0.000,0.000,0.663,0.940,0.000,0.000,0.000,0.000,0.000,0.000,1.099,0.779,0.000,0.000,0.779,1.030,1.180,0.000,0.000,0.000,0.000,0.000,0.000,0.713,2.933,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1114,2,1,1,1,1.565,1.000,0.663,0.663,0.000,0.000,0.663,0.940,0.000,0.000,0.000,0.000,0.000,0.000,0.693,0.779,0.000,0.000,0.779,1.030,1.180,0.000,0.000,0.000,0.000,0.000,0.000,0.990,4.767,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1114,2,1,1,1,1.565,1.000,0.718,0.718,0.000,0.000,0.718,1.050,0.000,0.000,0.000,0.000,0.000,0.000,1.099,0.779,0.000,0.000,0.779,1.030,1.180,0.000,0.000,0.000,0.000,0.000,0.000,0.990,2.933,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1114,2,1,1,1,1.485,1.000,0.718,0.718,0.000,0.000,0.718,1.050,0.000,0.000,0.000,0.000,0.000,0.000,0.693,0.779,0.000,0.000,0.779,1.030,1.180,0.000,0.000,0.000,0.000,0.000,0.000,0.833,4.767,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1114,2,1,1,1,1.485,1.000,0.815,0.815,0.000,0.000,0.815,1.260,0.000,0.000,0.000,0.000,0.000,0.000,0.693,0.900,0.000,0.000,0.900,0.968,1.460,0.000,0.000,0.000,0.000,0.000,0.000,0.713,3.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1114,2,1,1,1,1.485,1.000,0.718,0.718,0.000,0.000,0.718,1.050,0.000,0.000,0.000,0.000,0.000,0.000,1.099,0.820,0.000,0.000,0.820,0.916,1.270,0.000,0.000,0.000,0.000,0.000,0.000,0.990,3.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1114,2,1,1,1,1.565,1.000,0.815,0.815,0.000,0.000,0.815,1.260,0.000,0.000,0.000,0.000,0.000,0.000,0.405,1.008,0.000,0.000,1.008,1.030,1.740,0.000,0.000,0.000,0.000,0.000,0.000,0.990,3.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
283,1,1,1,1,1.526,1.000,0.833,0.833,0.833,0.000,0.833,1.300,0.000,0.833,0.000,0.000,1.300,0.000,1.099,0.912,0.912,0.000,0.912,1.030,1.490,0.000,1.000,0.000,0.000,1.490,0.000,0.693,3.683,1.544,0.000,0.000,0.693,0.000,0.000,1.000,0.000,0.000,3.683,0.000,0.000
283,1,1,1,1,1.474,1.000,0.833,0.833,0.833,0.000,0.833,1.300,0.000,0.833,0.000,0.000,1.300,0.000,0.405,0.871,0.871,0.000,0.871,0.993,1.390,0.000,1.000,0.000,0.000,1.390,0.000,0.833,3.683,1.544,0.000,0.000,0.833,0.000,0.000,1.300,0.000,0.000,3.683,0.000,0.000
283,2,1,1,1,1.626,1.000,0.833,0.833,0.833,0.000,0.833,1.300,0.000,0.833,0.000,0.000,1.300,0.000,0.693,1.001,1.001,0.000,1.001,1.076,1.720,0.000,1.000,0.000,0.000,1.720,0.000,0.588,3.683,1.544,0.000,0.000,0.588,0.000,0.000,0.800,0.000,0.000,3.683,0.000,0.000
283,2,1,1,1,1.474,1.000,0.732,0.732,0.732,0.000,0.732,1.080,0.000,0.732,0.000,0.000,1.080,0.000,0.405,0.912,0.912,0.000,0.912,1.030,1.490,0.000,1.000,0.000,0.000,1.490,0.000,0.588,2.267,1.184,0.000,0.000,0.588,0.000,0.000,0.800,0.000,0.000,2.267,0.000,0.000
283,2,1,1,1,1.626,1.000,0.678,0.678,0.678,0.000,0.678,0.970,0.000,0.678,0.000,0.000,0.970,0.000,0.693,0.761,0.761,0.000,0.761,1.030,1.140,0.000,1.000,0.000,0.000,1.140,0.000,0.833,2.833,1.344,0.000,0.000,0.833,0.000,0.000,1.300,0.000,0.000,2.833,0.000,0.000
283,1,1,1,1,1.526,1.000,0.678,0.678,0.678,0.000,0.678,0.970,0.000,0.678,0.000,0.000,0.970,0.000,1.099,0.871,0.871,0.000,0.871,0.993,1.390,0.000,1.000,0.000,0.000,1.390,0.000,0.588,2.833,1.344,0.000,0.000,0.588,0.000,0.000,0.800,0.000,0.000,2.833,0.000,0.000
283,3,1,1,1,1.474,1.000,0.833,0.833,0.833,0.000,0.833,1.300,0.000,0.833,0.000,0.000,1.300,0.000,1.099,1.001,1.001,0.000,1.001,1.076,1.720,0.000,1.000,0.000,0.000,1.720,0.000,0.693,2.267,1.184,0.000,0.000,0.693,0.000,0.000,1.000,0.000,0.000,2.267,0.000,0.000
283,2,1,1,1,1.474,1.000,0.678,0.678,0.678,0.000,0.678,0.970,0.000,0.678,0.000,0.000,0.970,0.000,0.405,0.802,0.802,0.000,0.802,1.076,1.230,0.000,1.000,0.000,0.000,1.230,0.000,0.693,2.833,1.344,0.000,0.000,0.693,0.000,0.000,1.000,0.000,0.000,2.833,0.000,0.000
283,2,1,1,1,1.626,1.000,0.732,0.732,0.732,0.000,0.732,1.080,0.000,0.732,0.000,0.000,1.080,0.000,0.693,0.824,0.824,0.000,0.824,0.993,1.280,0.000,1.000,0.000,0.000,1.280,0.000,0.693,2.267,1.184,0.000,0.000,0.693,0.000,0.000,1.000,0.000,0.000,2.267,0.000,0.000
1079,3,1,1,1,1.439,1.000,0.820,0.820,0.000,0.000,0.820,1.270,0.000,0.000,0.820,0.000,0.000,0.000,1.099,0.842,0.000,0.000,0.842,1.082,1.320,0.000,0.000,1.000,0.000,0.000,0.000,0.642,3.900,0.000,0.000,0.000,0.000,0.642,0.000,0.000,0.000,0.000,0.000,3.900,0.000
1079,2,1,1,1,1.365,1.000,0.820,0.820,0.000,0.000,0.820,1.270,0.000,0.000,0.820,0.000,0.000,0.000,0.405,0.824,0.000,0.000,0.824,1.053,1.280,0.000,0.000,1.000,0.000,0.000,0.000,0.775,3.900,0.000,0.000,0.000,0.000,0.775,0.000,0.000,0.000,0.000,0.000,3.900,0.000
1079,3,1,1,1,1.576,1.000,0.820,0.820,0.000,0.000,0.820,1.270,0.000,0.000,0.820,0.000,0.000,0.000,0.693,0.912,0.000,0.000,0.912,1.115,1.490,0.000,0.000,1.000,0.000,0.000,0.000,0.542,3.900,0.000,0.000,0.000,0.000,0.542,0.000,0.000,0.000,0.000,0.000,3.900,0.000
1079,3,1,1,1,1.365,1.000,0.723,0.723,0.000,0.000,0.723,1.060,0.000,0.000,0.723,0.000,0.000,0.000,0.405,0.842,0.000,0.000,0.842,1.082,1.320,0.000,0.000,1.000,0.000,0.000,0.000,0.542,2.400,0.000,0.000,0.000,0.000,0.542,0.000,0.000,0.000,0.000,0.000,2.400,0.000
1079,2,1,1,1,1.576,1.000,0.668,0.668,0.000,0.000,0.668,0.950,0.000,0.000,0.668,0.000,0.000,0.000,0.693,0.723,0.000,0.000,0.723,1.082,1.060,0.000,0.000,1.000,0.000,0.000,0.000,0.775,3.000,0.000,0.000,0.000,0.000,0.775,0.000,0.000,0.000,0.000,0.000,3.000,0.000
1079,3,1,1,1,1.439,1.000,0.668,0.668,0.000,0.000,0.668,0.950,0.000,0.000,0.668,0.000,0.000,0.000,1.099,0.802,0.000,0.000,0.802,1.053,1.230,0.000,0.000,1.000,0.000,0.000,0.000,0.542,3.000,0.000,0.000,0.000,0.000,0.542,0.000,0.000,0.000,0.000,0.000,3.000,0.000
1079,3,1,1,1,1.365,1.000,0.820,0.820,0.000,0.000,0.820,1.270,0.000,0.000,0.820,0.000,0.000,0.000,1.099,0.912,0.000,0.000,0.912,1.115,1.490,0.000,0.000,1.000,0.000,0.000,0.000,0.642,2.400,0.000,0.000,0.000,0.000,0.642,0.000,0.000,0.000,0.000,0.000,2.400,0.000
1079,3,1,1,1,1.365,1.000,0.668,0.668,0.000,0.000,0.668,0.950,0.000,0.000,0.668,0.000,0.000,0.000,0.405,0.732,0.000,0.000,0.732,1.115,1.080,0.000,0.000,1.000,0.000,0.000,0.000,0.642,3.000,0.000,0.000,0.000,0.000,0.642,0.000,0.000,0.000,0.000,0.000,3.000,0.000
1079,3,1,1,1,1.576,1.000,0.723,0.723,0.000,0.000,0.723,1.060,0.000,0.000,0.723,0.000,0.000,0.000,0.693,0.770,0.000,0.000,0.770,1.053,1.160,0.000,0.000,1.000,0.000,0.000,0.000,0.642,2.400,0.000,0.000,0.000,0.000,0.642,0.000,0.000,0.000,0.000,0.000,2.400,0.000
702,2,1,1,1,1.576,1.000,0.631,0.631,0.631,0.000,0.631,0.880,0.000,0.000,0.631,0.000,0.880,0.000,0.405,0.678,0.678,0.000,0.678,0.903,0.970,0.000,0.000,1.000,0.000,0.970,0.000,0.565,2.500,1.253,0.000,0.000,0.000,0.565,0.000,0.760,0.000,0.000,0.000,2.500,0.000
702,2,1,1,1,1.576,1.000,0.631,0.631,0.631,0.000,0.631,0.880,0.000,0.000,0.631,0.000,0.880,0.000,1.099,0.779,0.779,0.000,0.779,0.847,1.180,0.000,0.000,1.000,0.000,1.180,0.000,0.802,3.250,1.447,0.000,0.000,0.000,0.802,0.000,1.230,0.000,0.000,0.000,3.250,0.000
702,2,1,1,1,1.576,1.000,0.582,0.582,0.582,0.000,0.582,0.790,0.000,0.000,0.582,0.000,0.790,0.000,0.405,0.751,0.751,0.000,0.751,0.803,1.120,0.000,0.000,1.000,0.000,1.120,0.000,0.668,3.250,1.447,0.000,0.000,0.000,0.668,0.000,0.950,0.000,0.000,0.000,3.250,0.000
702,2,1,1,1,1.365,1.000,0.582,0.582,0.582,0.000,0.582,0.790,0.000,0.000,0.582,0.000,0.790,0.000,0.693,0.751,0.751,0.000,0.751,0.803,1.120,0.000,0.000,1.000,0.000,1.120,0.000,0.802,2.000,1.099,0.000,0.000,0.000,0.802,0.000,1.230,0.000,0.000,0.000,2.000,0.000
702,2,1,1,1,1.439,1.000,0.631,0.631,0.631,0.000,0.631,0.880,0.000,0.000,0.631,0.000,0.880,0.000,0.405,0.718,0.718,0.000,0.718,0.803,1.050,0.000,0.000,1.000,0.000,1.050,0.000,0.565,3.250,1.447,0.000,0.000,0.000,0.565,0.000,0.760,0.000,0.000,0.000,3.250,0.000
702,2,1,1,1,1.439,1.000,0.582,0.582,0.582,0.000,0.582,0.790,0.000,0.000,0.582,0.000,0.790,0.000,0.405,0.642,0.642,0.000,0.642,0.847,0.900,0.000,0.000,1.000,0.000,0.900,0.000,0.668,2.000,1.099,0.000,0.000,0.000,0.668,0.000,0.950,0.000,0.000,0.000,2.000,0.000
